Library|Pantone_Name|Hex|R|G|B|C|M|Y|K|L|a|b|Hex_Source|RGB_Source|CMYK_Source|Lab_Source
FHI Cotton TCX|PANTONE 12-0912 TCX|#F4D3B8|244|211|184|0.0|13.5|24.6|4.3|86.82|8.89|17.91|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-0911 TCX|#EFD1BB|239|209|187|0.0|12.6|21.8|6.3|86.05|8.31|14.93|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-1011 TCX|#ECCEBA|236|206|186|0.0|12.7|21.2|7.5|84.81|8.76|13.96|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-0913 TCX|#EDCCB3|237|204|179|0.0|13.9|24.5|7.1|84.51|9.25|17.1|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-1007 TCX|#E6D0BF|230|208|191|0.0|9.6|17.0|9.8|84.92|6.2|11.15|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-0807 TCX|#E8D0BB|232|208|187|0.0|10.3|19.4|9.0|85.04|6.22|13.58|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-1005 TCX|#E4CFBC|228|207|188|0.0|9.2|17.5|10.6|84.38|5.35|12.04|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-1210 TCX|#D3C0AC|211|192|172|0.0|9.0|18.5|17.3|79.06|4.51|13.03|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-1217 TCX|#DEBCA2|222|188|162|0.0|15.3|27.0|12.9|78.67|9.87|17.84|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-1213 TCX|#CFB29C|207|178|156|0.0|14.0|24.6|18.8|74.77|8.13|15.33|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-1315 TCX|#CCAF95|204|175|149|0.0|14.2|27.0|20.0|73.44|7.94|17.47|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-1209 TCX|#CCB9A8|204|185|168|0.0|9.3|17.6|20.0|76.49|4.78|11.3|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-0708 TCX|#C0B7A5|192|183|165|0.0|4.7|14.1|24.7|74.77|1.28|10.46|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-1212 TCX|#CEB5A0|206|181|160|0.0|12.1|22.3|19.2|75.46|6.66|14.38|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-1215 TCX|#B7A18A|183|161|138|0.0|12.0|24.6|28.2|67.83|5.61|15.03|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1212 TCX|#B19E89|177|158|137|0.0|10.7|22.6|30.6|66.32|4.76|13.83|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-1314 TCX|#BDA58C|189|165|140|0.0|12.7|25.9|25.9|69.33|6.24|16.21|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-1213 TCX|#BAA385|186|163|133|0.0|12.4|28.5|27.1|68.43|5.44|18.6|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-1309 TCX|#C3B0A0|195|176|160|0.0|9.7|17.9|23.5|73.05|5.28|10.7|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1210 TCX|#AD9E8C|173|158|140|0.0|8.7|19.1|32.2|65.91|3.46|11.46|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-1308 TCX|#BAAA9A|186|170|154|0.0|8.6|17.2|27.1|70.75|3.99|10.61|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1310 TCX|#A78F7D|167|143|125|0.0|14.4|25.1|34.5|61.29|7.23|13.01|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1318 TCX|#AB9383|171|147|131|0.0|14.0|23.4|32.9|62.77|7.65|12.15|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1319 TCX|#9B8571|155|133|113|0.0|14.2|27.1|39.2|57.15|6.61|13.89|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1316 TCX|#907A69|144|122|105|0.0|15.3|27.1|43.5|52.9|7.01|12.36|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1412 TCX|#A38D7F|163|141|127|0.0|13.5|22.1|36.1|60.22|6.87|10.71|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1415 TCX|#A48B7B|164|139|123|0.0|15.2|25.0|35.7|59.81|8.02|12.27|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1414 TCX|#9F8675|159|134|117|0.0|15.7|26.4|37.6|57.89|7.82|12.75|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1418 TCX|#937D6F|147|125|111|0.0|15.0|24.5|42.4|54.17|7.3|10.91|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1321 TCX|#907664|144|118|100|0.0|18.1|30.6|43.5|51.75|8.8|13.92|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1417 TCX|#957767|149|119|103|0.0|20.1|30.9|41.6|52.68|10.25|13.31|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1321 TCX|#8C7165|140|113|101|0.0|19.3|27.9|45.1|50.07|9.53|10.92|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 13-0403 TCX|#C7BFB4|199|191|180|0.0|4.0|9.5|22.0|77.79|1.73|6.42|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-1305 TCX|#BBABA3|187|171|163|0.0|8.6|12.8|26.7|71.25|4.65|6.55|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-0806 TCX|#A49B90|164|155|144|0.0|5.5|12.2|35.7|64.45|2.29|7.1|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-1506 TCX|#A2968E|162|150|142|0.0|7.4|12.3|36.5|62.88|3.6|5.56|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-0807 TCX|#867568|134|117|104|0.0|12.7|22.4|47.5|50.47|5.28|9.48|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1412 TCX|#807066|128|112|102|0.0|12.5|20.3|49.8|48.54|5.38|7.77|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1312 TCX|#786560|120|101|96|0.0|15.8|20.0|52.9|44.68|7.08|5.82|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-1406 TCX|#D5C7BC|213|199|188|0.0|6.6|11.7|16.5|81.32|3.58|7.37|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 13-3801 TCX|#D5CBC4|213|203|196|0.0|4.7|8.0|16.5|82.38|2.5|4.87|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1211 TCX|#9D8C81|157|140|129|0.0|10.8|17.8|38.4|59.52|5.11|8.17|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-0808 TCX|#8C7C70|140|124|112|0.0|11.4|20.0|45.1|53.18|4.95|8.58|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1506 TCX|#887F78|136|127|120|0.0|6.6|11.8|46.7|53.7|2.66|5.08|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1212 TCX|#8D8077|141|128|119|0.0|9.2|15.6|44.7|54.75|3.86|7.01|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1409 TCX|#7B695F|123|105|95|0.0|14.6|22.8|51.8|46.0|5.93|8.65|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4504 TCX|#B8B1AB|184|177|171|0.0|3.8|7.1|27.8|72.69|1.5|4.31|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1406 TCX|#A69B94|166|155|148|0.0|6.6|10.8|34.9|64.86|3.05|5.23|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-3800 TCX|#958E89|149|142|137|0.0|4.7|8.1|41.6|59.37|2.16|3.68|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1210 TCX|#938B83|147|139|131|0.0|5.4|10.9|42.4|58.32|2.17|5.05|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1210 TCX|#827A74|130|122|116|0.0|6.2|10.8|49.0|51.85|2.53|4.35|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1410 TCX|#817063|129|112|99|0.0|13.2|23.3|49.4|48.52|5.36|9.52|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1306 TCX|#716460|113|100|96|0.0|11.5|15.0|55.7|43.39|4.83|3.95|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1102 TCX|#B2A99C|178|169|156|0.0|5.1|12.4|30.2|69.78|1.63|8.21|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1106 TCX|#A19786|161|151|134|0.0|6.2|16.8|36.9|63.15|1.57|10.51|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1009 TCX|#968976|150|137|118|0.0|8.7|21.3|41.2|57.85|2.54|11.87|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1311 TCX|#8B7E71|139|126|113|0.0|9.4|18.7|45.5|53.66|3.3|9.11|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1017 TCX|#7F6C5E|127|108|94|0.0|15.0|26.0|50.2|47.2|5.61|11.02|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1015 TCX|#716153|113|97|83|0.0|14.2|26.5|55.7|42.52|4.75|10.82|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 19-0916 TCX|#5D4B40|93|75|64|0.0|19.4|31.2|63.5|33.5|6.86|9.44|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1407 TCX|#A69A8D|166|154|141|0.0|7.2|15.1|34.9|64.38|2.63|8.54|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1109 TCX|#908374|144|131|116|0.0|9.0|19.4|43.5|55.61|2.91|10.03|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-0909 TCX|#7E6F62|126|111|98|0.0|11.9|22.2|50.6|47.91|4.7|9.17|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1016 TCX|#6B5B4B|107|91|75|0.0|15.0|29.9|58.0|39.9|4.88|12.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 19-0809 TCX|#66594E|102|89|78|0.0|12.7|23.5|60.0|38.9|4.16|8.32|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 19-0808 TCX|#655C53|101|92|83|0.0|8.9|17.8|60.4|39.9|2.46|6.87|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1304 TCX|#6B625B|107|98|91|0.0|8.4|15.0|58.0|42.32|2.78|5.46|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-0906 TCX|#AB9F93|171|159|147|0.0|7.0|14.0|32.9|66.2|3.31|7.98|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1105 TCX|#908579|144|133|121|0.0|7.6|16.0|43.5|56.26|2.48|8.22|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1310 TCX|#8B7F70|139|127|112|0.0|8.6|19.4|45.5|53.9|2.85|10.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-0513 TCX|#686056|104|96|86|0.0|7.7|17.3|59.2|41.2|1.89|6.7|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 19-0822 TCX|#595247|89|82|71|0.0|7.9|20.2|65.1|35.4|1.01|7.48|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 19-0810 TCX|#595049|89|80|73|0.0|10.1|18.0|65.1|34.87|2.57|5.88|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 19-0823 TCX|#5B5348|91|83|72|0.0|8.8|20.9|64.3|35.81|2.08|7.75|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1103 TCX|#ACA396|172|163|150|0.0|5.2|12.8|32.5|67.42|1.85|8.09|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-0205 TCX|#999086|153|144|134|0.0|5.9|12.4|40.0|60.32|1.94|6.75|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1110 TCX|#80776B|128|119|107|0.0|7.0|16.4|49.8|50.53|2.07|8.01|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1108 TCX|#7E7668|126|118|104|0.0|6.3|17.5|50.6|50.01|1.7|8.66|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 19-0820 TCX|#5C5247|92|82|71|0.0|10.9|22.8|63.9|35.71|2.58|8.39|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-1112 TCX|#766A5F|118|106|95|0.0|10.2|19.5|53.7|45.6|3.34|7.99|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-0615 TCX|#655E4D|101|94|77|0.0|6.9|23.8|60.4|40.35|0.43|11.05|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-4500 TCX|#C0BEB5|192|190|181|0.0|1.0|5.7|24.7|76.97|-0.32|4.61|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4502 TCX|#BDB7B0|189|183|176|0.0|3.2|6.9|25.9|74.68|1.48|4.43|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-4501 TCX|#BBB6AB|187|182|171|0.0|2.7|8.6|26.7|74.17|0.65|6.26|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-0000 TCX|#BFB7B0|191|183|176|0.0|4.2|7.9|25.1|74.93|2.06|4.77|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4503 TCX|#B9B1A8|185|177|168|0.0|4.3|9.2|27.5|72.6|2.16|5.38|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1305 TCX|#A89F96|168|159|150|0.0|5.4|10.7|34.1|66.03|2.33|6.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-1107 TCX|#9D9586|157|149|134|0.0|5.1|14.6|38.4|61.97|1.29|8.99|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 13-0002 TCX|#DAD5D1|218|213|209|0.0|2.3|4.1|14.5|85.66|1.13|2.92|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-4002 TCX|#CAC5C1|202|197|193|0.0|2.5|4.5|20.8|79.77|1.27|2.29|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-0703 TCX|#B3ADAB|179|173|171|0.0|3.4|4.5|29.8|71.09|2.36|1.55|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-3800 TCX|#A6A19D|166|161|157|0.0|3.0|5.4|34.9|66.57|1.3|2.48|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-3801 TCX|#A39E9E|163|158|158|0.0|3.1|3.1|36.1|65.56|1.63|0.95|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-3802 TCX|#9F9998|159|153|152|0.0|3.8|4.4|37.6|63.77|1.78|1.49|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1508 TCX|#7C7877|124|120|119|0.0|3.2|4.0|51.4|50.83|1.25|1.16|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-0000 TCX|#B1ADA6|177|173|166|0.0|2.3|6.2|30.6|70.87|0.73|4.04|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-5803 TCX|#9E9C97|158|156|151|0.0|1.3|4.4|38.0|64.57|-0.07|3.09|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-0000 TCX|#838283|131|130|131|0.0|0.8|0.0|48.6|54.52|0.57|-0.29|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1502 TCX|#827F7F|130|127|127|0.0|2.3|2.3|49.0|53.44|1.35|0.62|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1500 TCX|#817E7C|129|126|124|0.0|2.3|3.9|49.4|53.0|0.82|1.61|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-0403 TCX|#615D5D|97|93|93|0.0|4.1|4.1|62.0|39.89|1.72|0.86|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-0601 TCX|#6B6868|107|104|104|0.0|2.8|2.8|58.0|44.37|0.84|0.46|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-4203 TCX|#BEBDBD|190|189|189|0.0|0.5|0.5|25.5|76.69|0.11|0.3|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-4703 TCX|#9B9C98|155|156|152|0.6|0.0|2.6|38.8|64.07|-0.7|2.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-4402 TCX|#9F9F9C|159|159|156|0.0|0.0|1.9|37.6|65.39|-0.35|1.73|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-4400 TCX|#93908B|147|144|139|0.0|2.0|5.4|42.4|59.91|0.54|3.02|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-0207 TCX|#8E8D85|142|141|133|0.0|0.7|6.3|44.3|58.55|-0.61|4.44|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-0205 TCX|#8E8981|142|137|129|0.0|3.5|9.2|44.3|57.37|0.62|4.82|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-5102 TCX|#8C8F8F|140|143|143|2.1|0.0|0.0|43.9|59.23|-1.33|-0.08|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-4306 TCX|#DDE1DE|221|225|222|1.8|0.0|1.3|11.8|89.04|-1.54|0.56|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 13-4303 TCX|#C9CDCB|201|205|203|2.0|0.0|1.0|19.6|81.99|-1.47|0.58|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4703 TCX|#AAAFAE|170|175|174|2.9|0.0|0.6|31.4|71.15|-2.02|0.14|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-4702 TCX|#979B98|151|155|152|2.6|0.0|1.9|39.2|63.45|-1.7|0.95|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-4105 TCX|#80817D|128|129|125|0.8|0.0|3.1|49.4|53.75|-1.12|2.15|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-1501 TCX|#8A8C89|138|140|137|1.4|0.0|2.1|45.1|58.09|-1.52|1.5|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-0510 TCX|#636862|99|104|98|4.8|0.0|5.8|59.2|43.31|-2.84|2.75|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 12-4705 TCX|#D5DCD9|213|220|217|3.2|0.0|1.4|13.7|87.17|-2.72|0.77|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 13-4305 TCX|#D0D5CF|208|213|207|2.3|0.0|2.8|16.5|84.85|-2.67|2.62|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-4804 TCX|#B8BCB5|184|188|181|2.1|0.0|3.7|26.3|75.79|-2.43|2.89|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4003 TCX|#B5BAB6|181|186|182|2.7|0.0|2.2|27.1|75.02|-2.39|1.42|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-4402 TCX|#8D918F|141|145|143|2.8|0.0|1.4|43.1|59.84|-2.02|0.7|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-5105 TCX|#686D6C|104|109|108|4.6|0.0|0.9|57.3|45.61|-2.29|-0.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-0306 TCX|#5B5D5A|91|93|90|2.2|0.0|3.2|63.5|39.35|-1.4|1.35|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 11-4601 TCX|#E3EAEB|227|234|235|3.4|0.4|0.0|7.8|92.21|-2.5|-1.16|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 13-4201 TCX|#C4C7C8|196|199|200|2.0|0.5|0.0|21.6|79.9|-0.9|-1.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4101 TCX|#ADB2B5|173|178|181|4.4|1.7|0.0|29.0|72.36|-1.51|-1.76|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4305 TCX|#98A1A4|152|161|164|7.3|1.8|0.0|35.7|65.44|-2.63|-3.18|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-4405 TCX|#838A8C|131|138|140|6.4|1.4|0.0|45.1|56.84|-1.95|-2.07|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-3914 TCX|#848587|132|133|135|2.2|1.5|0.0|47.1|55.49|-0.28|-1.35|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-0202 TCX|#5D6164|93|97|100|7.0|3.0|0.0|60.8|40.93|-1.06|-2.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 13-4108 TCX|#D5D5D8|213|213|216|1.4|1.4|0.0|15.3|85.32|0.2|-1.52|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 14-4104 TCX|#BABFBE|186|191|190|2.6|0.0|0.5|25.1|76.89|-1.77|-0.36|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 17-5104 TCX|#939697|147|150|151|2.6|0.7|0.0|40.8|61.84|-1.02|-1.06|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 16-3917 TCX|#8D8E92|141|142|146|3.4|2.7|0.0|42.7|59.1|0.16|-2.3|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 15-4304 TCX|#8B9298|139|146|152|8.6|3.9|0.0|40.4|60.07|-1.76|-4.1|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
FHI Cotton TCX|PANTONE 18-4017 TCX|#797A7F|121|122|127|4.7|3.9|0.0|50.2|51.14|0.28|-2.81|COMPUTED|COMPUTED|COMPUTED|PANTONE_PUBLISHED
